cnes;razao_social;nome_fantasia;logradouro;numero;bairro;CEP;codigo_municipio;latitude;londitude;referencia
5601185;RODRIGO MACHADO LANDIM                                      ;RODRIGO MACHADO LANDIM                                      ;RUA DR JOSE LOURENCO                    ;938;ALDEOTA             ;60115280;230440;-3.732.359;-38.507.370;202005
5601479;CLINICA MEDICINA E SAUDE MILTON QUEIROZ SC LTDA             ;CMS                                                         ;RUA PAULO FIRMEZA                       ;817;SAO JOAO DO TAUAPE  ;60130420;230440;-3.756.781;-38.512.163;202005
5601525;PREFEITURA MUNICIPAL DE TIANGUA                             ;U B S DE ITAPERACEMA                                        ;SITIO ITAPERACEMA                       ;S/N       ;SITIO ITAPERACEMA   ;62320971;231340;-37.837.534.018.342.400;-4.090.930.938.720.700;202005
5601568;VIVIANE PORTELA DE CASTRO                                   ;VIVIANE PORTELA DE CASTRO                                   ;RUA EUSEBIO DE SOUSA                    ;379;FATIMA              ;60050110;230440;-3.740.047;-38.526.253;202005
5602130;KARINE MARIA MARTINS BEZERRA CARVALHO                       ;KARINE MARIA MARTINS BEZERRA CARVALHO                       ;RUA TOMAS ACIOLI                        ;33;JOAQUIM TAVORA      ;60135180;230440;-3.742.698;-38.516.154;202005
5602289;PREFEITURA MUNICIPAL DE BARBALHA                            ;POSTO DE SAUDE CIROLANDIA II                                ;RUA ALFREDO CORREIA                     ;225;CIROLANDIA          ;63180000;230190;-732.058;-392.976.612;202005
5602467;MARIA APARECIDA DA SILVA BRAGA                              ;MARIA APARECIDA DA SILVA BRAGA                              ;RUA FRANCISCO CALACA                    ;628;BARRA DO CEARA      ;60334110;230440;-3.707.312;-38.569.652;202005
5603072;J C C LABORATORIO DE ANALISES CLINICAS LTDA                 ;LABORATORIO ADOLFO LUTZ                                     ;BRIGADEIRO EDUARDO GOMES                ;162;BUGI                ;63501050;230550;-6.359;-39.299;202005
5603080;DEBORA CRISTINA BANDEIRA FERNANDES NOGUEIRA                 ;DEBORA CRISTINA BANDEIRA FERNANDES NOGUEIRA                 ;AV PONTES VIEIRA                        ;1234;DIONISIO TORRES     ;60130240;230440;-3.752.740;-38.510.749;202005
5603277;PREFEITURA MUNICIPAL DE BARBALHA                            ;DEPARTAMENTO VIGILANCIA EPIDEMIOLOGICA                      ;RUA PRINCESA ISABEL                     ;118;CENTRO              ;63180000;230190;-73.122.584;-393.015.194;202005
5604621;DRA ETHEL ALVES MELO                                        ;CONSULTORIO ODONTOLOGICO DRA ETHEL                          ;RUA JOSE CORIOLANO                      ;260;CENTRO              ;63700040;230410;-5.178;-40.678;202005
5604850;FLORENCE MUNDSTOCK STEFFEN                                  ;CONSULTORIO ODONTOLOGICO                                    ;AV EUSEBIO DE QUEIROZ                   ;S/N       ;PARNAMIRIM          ;61760000;230428;                              ;                              ;202005
5607531;ZEUS PERON BARBOSA NASCIMENTO                               ;MATERNA                                                     ;RUA DESEMBARGADOR OLAVO FROTA           ;564;SAO VICENTE         ;63700250;230410;-5.178;-40.678;202005
5608244;RENATO DE ALBUQUERQUE VASCONCELOD SOARES                    ;RENATO DE ALBUQUERQUE VASCONCELOD SOARES                    ;RUA FRANCISCO COLACO                    ;628;BARRA DO CEARA      ;60334110;230440;-3.707.302;-38.569.555;202005
5608449;MARIA GISELIA PINHEIRO FEITOSA                              ;MARIA GISELIA PINHEIRO FEITOSA                              ;AV SANTOS DUMONT                        ;2456;ALDEOTA             ;60150160;230440;-3.734.985;-38.503.018;202005
5608538;PREFEITURA MUNICIPAL DE MARACANAU                           ;TRANSPORTE SOCIAL DE MARACANAU                              ;AV II                                   ;150;JEREISSATI I        ;61900370;230765;                              ;                              ;202005
5613078;PREFEITURA MUNICIPAL DE BOA VIAGEM                          ;UNIDADE DE SAUDE DA FAMILIA DR JOSE VIEIRA DE LIMA FILHO    ;RUA JOAO ABREU LIMA                     ;190;VILA HOLANDA        ;63870000;230240;-5.128;-39.732;202005
5616417;DENNYS BAETAS ROCHA                                         ;DENNYS BAETAS ROCHA                                         ;AV SANTOS DUMONT                        ;3131;ALDEOTA             ;60150162;230440;-3.736.206;-38.496.779;202005
5616816;JOAO BATISTA NETO SOARES                                    ;CLINICA ULTAVINA                                            ;AV TRISTAO GONCALVES                    ;733;CENTRO              ;60015000;230440;-3.728.181;-38.533.482;202005
5617197;MUNICIPIO DE URUBURETAMA                                    ;UNIDADE BASICA DE SAUDE CANTO ESCURO                        ;LOCALIDADE DO CANTO ESCURO              ;S/N       ;CANTO ESCURO        ;62650000;231380;-36.408;-394.494;202005
5617731;JOSE LANDIM CRUZ ME                                         ;NEOM NUCLEO DE ESPECIALIDADES ODONTO MEDICA                 ;RUA PERGENTINA ARAUJO                   ;76;SAO SEBASTIAO       ;62508185;230640;-3.502;-39.579;202005
5618118;FERNANDA ARAUJO DE OLIVEIRA                                 ;FERNANDA ARAUJO DE OLIVEIRA                                 ;RUA FRANCISCO AUGUSTO DE OLIVEIRA       ;17;PATRIOLINO RIBEIRO  ;60810260;230440;-3.760.336;-3.848.800;202005
5618169;LIDGIA MARTINS ROCHA SILVA                                  ;LIDGIA MARTINS ROCHA SILVA                                  ;RUA JABORANDI                           ;1827;MESSEJANA           ;60865240;230440;-3.842.553;-38.518.292;202005
5618428;VANESSA FEIJO ALMEIDA                                       ;VANESSA FEIJO ALMEIDA                                       ;RUA FRANCISCO CALACO                    ;628;BARRA DO CEARA      ;60334110;230440;-370.727;-38.569.963;202005
5618436;VICENTE RODRIGUES DOS SANTOS JUNIOR                         ;VICENTE RODRIGUES DOS SANTOS JUNIOR                         ;RUA FRANCISCO CALACO                    ;628;BARRA DO CEARA      ;60334110;230440;-3.707.334;-38.569.802;202005
5621844;LABORATORIO DE ANALISES CLINICAS DE BREJO SANTO S C LTDA    ;LABORATORIO PROVIDA CARIRI                                  ;RUA SAO JOSE                            ;731;CENTRO              ;63010032;230730;-72.033.187;-39.319.917;202005
5625971;MONIQUE BASTOS BARBOSA                                      ;MONIQUE BASTOS BARBOSA                                      ;RUA JOAO REGINO                         ;973;CID DOS FUNCIONARIOS;60821780;230440;-3.795.438;-38.482.334;202005
5626382;RENATO MOZAR LIMA VERDE LEAO                                ;RENATO MOZAR LIMA VERDE LEAO                                ;RUA PAPI JUNIOR                         ;1222;RODOLFO TEOFILO     ;60430230;230440;-3.747.004;-38.553.234;202005
5626404;REGINALDO BEZERRA SILVA                                     ;REGINALDO BEZERRA SILVA                                     ;RUA OLGA                                ;2531;SAO JOAO DO TAUAPE  ;60130240;230440;-3.753.056;-38.514.424;202005
5626412;NEWTON DE ALBUQUERQUE ALVES                                 ;NEWTON DE ALBUQUERQUE ALVES                                 ;AV PONTES VIEIRA                        ;2531;DIONISIO TORRES     ;60110110;230440;-3.750.797;-38.498.950;202005
5626439;ALEXANDRE MARCELO RODRIGUES LIMA                            ;ALEXANDRE MARCELO RODRIGUES LIMA                            ;AV PONTES VIEIRA                        ;2531;DIONISIO TORRES     ;60130240;230440;-3.750.786;-38.498.960;202005
5626447;RAFAEL PONTES DE SIQUEIRA                                   ;RAFAEL PONTES DE SIQUEIRA                                   ;AV PONTES VIEIRA                        ;2531;DIONISIO TORRES     ;60170190;230440;-3.750.738;-38.498.284;202005
5626455;FRANCISCO MARTINS NETO                                      ;FRANCISCO MARTINS NETO                                      ;AV PONTES VIEIRA                        ;2531;DIONISIO TORRES     ;60130240;230440;-3.750.738;-38.498.177;202005
5626463;REGINALDO FERREIRA DA COSTA                                 ;REGINALDO FERREIRA DA COSTA                                 ;RUA PAPI JUNIOR                         ;1222;RONALDO TEOFILO     ;60430230;230440;-3.746.828;-38.553.202;202005
5626471;LEONARDO CESAR SILVA OLIVEIRA                               ;LEONARDO CESAR SILVA OLIVEIRA                               ;AV PONTES VIEIRA                        ;2531;DIONISIO TORRES     ;60130240;230440;-3.750.738;-38.498.402;202005
5626498;ALFREDO SAVIO MONTEIRO NOGUEIRA                             ;ALFREDO SAVIO MONTEIRO NOGUEIRA                             ;AV PONTES VIEIRA                        ;2531;DIONISIO TORRES     ;60130240;230440;-3.750.797;-38.498.950;202005
5626501;MARIA ELSIE RODRIGUES CORREIA                               ;MARIA ELSIE RODRIGUES CORREIA                               ;RUA CAROLINA SUCUPIRA                   ;354;ALDEOTA             ;60140120;230440;-3.741.245;-38.499.854;202005
5626528;PREF MUNICIPAL DE GRANJEIRO                                 ;CENTRO DE ESPECIALIDADE ODONTOLOGICA DE GRANJEIRO           ;RUA DO CRUZEIRO                         ;452;CENTRO              ;63230000;230480;-6.888.253.787.244.390;-3.921.861.112.117.760;202005
5626536;PREFEITURA MUNICIPAL DE CEDRO                               ;POSTO DE SAUDE PITOMBEIRA                                   ;SITIO PITOMBEIRA                        ;1;ZONA RURAL          ;63400000;230380;                              ;                              ;202005
5626560;PREFEITURA MUNICIPAL DE CEDRO                               ;POSTO DE SAUDE DO DISTRITO DE CANDEIAS                      ;DISTRITO DE CANDEIAS                    ;1;ZONA RURAL          ;63400000;230380;-6.607;-39.062;202005
5626579;PREFEITURA MUNICIPAL DE CEDRO                               ;POSTO DE SAUDE DO SITIO MOSQUITO                            ;SITIO MOSQUITO                          ;1;ZONA RURAL          ;63400000;230380;                              ;                              ;202005
5626641;FRANCISCO GIOVANI AGUIAR BARBOSA                            ;FRANCISCO GIOVANI AGUIAR BARBOSA                            ;RUA OSVALDO CRUZ                        ;189;CENTRO              ;62500022;230640;-3.499;-39.582;202005
5628318;ANTONIO ALDO MELO FILHO                                     ;ANTONIO ALDO MELO FILHO                                     ;RUA CARLOS VASCONCELOS                  ;3000;JOAQUIM TAVORA      ;60115171;230440;-3.724.853;-38.508.199;202005
5628679;MARIA DEUSELINA DE LIMA                                     ;CLINICA PADRE CICERO                                        ;RUA ALBERTO                             ;68;PARANGABA           ;60720480;230440;-3.760.802;-38.531.746;202005
5629659;PREFEITURA MUNICIPAL DE GUARAMIRANGA                        ;UNIDADE BASICA DE SAUDE DA FAMILIA LINHA DA SERRA           ;LINHA DA SERRA                          ;S/N       ;ZONA RURAL          ;62766000;230510;-4.234.823.149.083.410;-38.988.375.663.757.300;202005
5630681;LEOVIGILDO ANDRADE MAIA                                     ;CONSULTORIO ODONTOLOGICO LEOVIGILDO ANDRADE MAIA            ;RUA CORONEL SERAFIM CHAVES              ;285;CENTRO              ;62930000;230760;-5.145.464.439.508.990;-3.809.977.054.595.940;202005
5631661;CLINICA OTORRINOLARINGOLOGICA DR FRANZE LTDA                ;CLINICA OTORRINOLARINGOLOGICA DR FRANZE LTDA                ;RUA CEL LINHARES                        ;950;ALDEOTA             ;60170240;230440;-3.736.808;-38.494.571;202005
5632897;UBIRAJARA JULIEUX DE MAGALHAES                              ;UBIRAJARA JULIEUX DE MAGALHAES                              ;RUA MONSENHOR COELHO                    ;152;SAO SEBASTIAO       ;63500000;230550;                              ;                              ;202005
5633206;MARCELA SOUSA CORREIA                                       ;MARCELA SOUSA CORREIA                                       ;AV SANTOS DUMONT                        ;3131;ALDEOTA             ;60160160;230440;-3.736.195;-38.496.779;202005
5633303;ALEXSANDRA BORGES FONTENELE DE SIQUEIRA                     ;ALEXSANDRA BORGES FONTENELE DE SIQUEIRA                     ;AV PONTES VIEIRA                        ;2531;DIONISIO TORRES     ;60130240;230440;-3.750.839;-38.498.939;202005
5633311;JANSEN DE SOUSA GOMES                                       ;JANSEN DE SOUSA GOMES                                       ;RUA PROFESSOR FRANCISCO GANCALVES       ;284;DIONISIO TORRES     ;60135430;230440;-3.747.958;-38.497.913;202005
5633699;PAULO GILSON ARAUJO GOMES                                   ;DR PAULO GILSON A GOMES                                     ;RUA JOAO DE LIRA CAVALCANTE             ;S/N       ;CENTRO              ;62140000;230800;-35.242.205;-403.445.266;202005
5637473;LINA ARAUJO BARBOSA                                         ;LINA ARAUJO BARBOSA                                         ;RUA PAPI JUNIOR                         ;1222;RODOLFO TEOFILO     ;60430230;230440;-3.747.128;-38.553.245;202005
5650267;MARCELL VALENTIM FEITOSA CAMPOS                             ;MARCELL VALENTIM FEITOSA CAMPOS                             ;RUA FREI VICENTE DO SALVADOR            ;720;BOM FUTURO          ;60410405;230440;-3.762.628;-38.540.301;202005
5653843;PRONTOFISIO SERVICOS FISIOTERAPEUTICOS EM GERAL LTDA        ;PRONTOFISIO                                                 ;AV DOM MANUEL                           ;1053;CENTRO              ;60060091;230440;-3.733.260;-38.522.636;202005
5654327;PREFEITURA MUNICIPAL DE NOVO ORIENTE                        ;CENTRO DE ATENCAO PSICOSSOCIAL CAPS I                       ;RUA JK                                  ;58;CENTRO              ;63740000;230940;-5.534;-40.774;202005
5654491;CRISTIANE FRANCISCA SOBREIRA CAPIBARIBE                     ;CRISTIANE FRANCISCA SOBREIRA CAPIBARIBE                     ;RUA VISCONDE MAUA                       ;2600;DIONISIO TORRES     ;60125161;230440;-3.747.687;-38.503.346;202005
5654998;MARCELO LEITE VIEIRA COSTA                                  ;MARCELO LEITE VIEIRA COSTA                                  ;AV SANTOS DUMONT                        ;2383;ALDEOTA             ;60150161;230440;-3.734.472;-38.503.523;202005
5655005;RICARDO RANGEL DE PAULA PESSOA                              ;RICARDO RANGEL DE PAULA PESSOA                              ;RUA JOAQUIM LIMA                        ;679;PAPICU              ;60175005;230440;-3.740.703;-38.481.078;202005
5655013;DALMIRO OLIVEIRA ARAUJO DE CASTRO                           ;DALMIRO OLIVEIRA ARAUJO DE CASTRO                           ;AV DOM LUIZ                             ;1200;MEIRELES            ;60160230;230440;-3.736.061;-38.490.074;202005
5655021;ANDREA ALCANTARA VIEIRA                                     ;ANDREA ALCANTARA VIEIRA                                     ;AV DOM LUIS                             ;1233;ALDEOTA             ;60160230;230440;-3.735.367;-38.489.153;202005
5655900;LUCIO MAURO DE SOUSA PEREIRA                                ;ODONTOCLINICA MODELO                                        ;PRACA DR ARAMIS                         ;153;CENTRO              ;62700000;230280;-4.351.963;-39.309.554;202005
5656133;AMI ATENDIMENTO MULTIDISCIPLINAR INTEGRADO                  ;DR LARA HENRIQUE CAVALCANTE                                 ;CEL ALEXANZITO                          ;669;CENTRO              ;62800000;230110;                              ;                              ;202005
5656141;AMI ATENDIMENTO MULTIDICSCIPLINAR INTEGRADO                 ;DRA MARIA DAMIA DUARTE CRUZ                                 ;CEL ALEXANZITO                          ;669;CENTRO              ;62800000;230110;-45.615.592.455.296.100;-37.771.618.366.241.400;202005
5656184;FABIANE POMIECINSKI                                         ;FABIANE POMIECINSKI                                         ;AV DOM LUIS                             ;1233;MEIRELES            ;60160230;230440;-3.735.506;-38.489.764;202005
5659205;PREFEITURA MUNICIPAL DE COREAU                              ;CENTRO DE ATENCAO PSICOSSOCIAL DE COREAU                    ;RUA CORONEL ANTONIO TELES               ;60;CENTRO              ;62160000;230400;-35.497.303;-406.580.844;202005
5659213;FERNANDA MARIA ARAGAO XIMENES PORTO                         ;FERNANDA MARIA ARAGAO XIMENES PORTO                         ;RUA PROFESSOR SILON DE FARIAS           ;1155;AGUA FRIA           ;60110110;230440;-3.798.657;-38.476.273;202005
5660505;ANTONIO CANTIDIO SILVA CAMPOS                               ;ANTONIO CANTIDIO SILVA CAMPOS                               ;AV PONTES VIEIRA                        ;2531;DIONISIO TORRES     ;60110110;230440;-3.750.855;-38.498.960;202005
5661919;MUNICIPIO DE OCARA                                          ;CAPS 1 DE OCARA                                             ;AVENIDA CORONEL JOAO FELIPE             ;S/N       ;CENTRO              ;62755000;230945;-4.490.755.852.868.290;-38.599.584.102.630.600;202005
5662400;PREFEITURA MUNICIPAL DE COREAU                              ;CENTRO DE SAUDE DA FAMILIA VER FELIZARDO PARENTE DE AGUIAR  ;AV ANTONIO CRISTINO DE MENEZES          ;S/N       ;CENTRO              ;62160000;230400;-3.533;-40.657;202005
5662737;JOSE GERARDO PIMENTEL NETO                                  ;JOSE GERARDO PIMENTEL NETO                                  ;AV CARAPINIMA                           ;2415;BENFICA             ;60015240;230440;-3.741.403;-38.541.302;202005
5662796;PREFEITURA MUNICIPAL DE IRAUCUBA                            ;CENTRO DE FISIOTERAPIA E FONOAUDIOLOGIA JORGE ASSEF LOTIF   ;RUA PROFESSORA DILMA BASTOS             ;S/N       ;CENTRO              ;62620000;230610;                              ;                              ;202005
5663474;HELEN SAMIA MONTEIRO STUDART                                ;HELEN SAMIA MONTEIRO STUDART                                ;RUA ERICO MOTA                          ;56;PARQUELANDIA        ;60450175;230440;-3.735.981;-38.562.047;202005
5663539;JOAO ODILO GONCALVES PINTO                                  ;JOAO ODILO GONCALVES PINTO                                  ;RUA JAIME BENEVOLO                      ;1644;FATIMA              ;60050081;230440;                              ;                              ;202005
5663644;UBS TOCO                                                    ;UAPS CENTRO DE SAUDE DO TOCO                                ;RUA CENTRAL                             ;10;TOCO                ;61615260;230370;-3.733;-38.656;202005
5666058;NOVO SETE EDUCACAO E SERVICOS E TURISMO LTDA                ;NOVO SETE                                                   ;RUA NOGUEIRA ACIOLY                     ;1717;PIEDADE             ;60110140;230440;-3.738.648;-38.519.746;202005
5666678;MARIA VALDIZIA DOS SANTOS BISPO                             ;CENTRO DE REABILITACAO DO ASSOALHO PELVICO                  ;RUA SILVA PAULET                        ;2821;DIONISIO TORRES     ;60120385;230440;-3.748.820;-38.509.864;202005
5667526;VANESSA CLAUDIA VASCONCELOS PINTO                           ;VANESSA CLAUDIA VASCONCELOS PINTO                           ;RUA CAROLINA SUCUPIRA                   ;1307;ALDEOTA             ;60140120;230440;-3.743.588;-38.492.482;202005
5669286;CLINICA DO CORACAO DR CARLOS EFREM LUSTOSA LTDA             ;CLINICA DO CORACAO                                          ;RUA SENADOR POMPEU                      ;517;CENTRO              ;60025000;230440;-3.723.322;-38.528.498;202005
5669510;PL SERVICOS MEDICOS LTDA                                    ;RADIX                                                       ;RUA GERMANO FRANCK                      ;734;PARANGABA           ;60740020;230440;-3.777.606;-38.563.020;202005
5671418;SCOSTA SERVICOS MEDICOS DE DIAGNOSTICO POR IMAGEM LTDA ME   ;MATER IMAGEM                                                ;RUA ISAC AMARAL                         ;190;DIONISIO TORRES     ;60110110;230440;-3.751.724;-38.508.489;202005
5672430;ALRICEA NEGREIROS DANTAS MADEIRA                            ;ALRICEA NEGREIROS DANTAS MADEIRA                            ;RUA VICENTE LINHARES                    ;500;ALDEOTA             ;60135270;230440;-3.717;-38.543;202005
5676614;ALINE MARIA ALENCAR DE CASTRO                               ;ALINE MARIA ALENCAR DE CASTRO                               ;RUA DR JOSE LOURENCO                    ;1901;ALDEOTA             ;60115281;230440;-3.739.972;-38.508.968;202005
5676630;RONALDO PARENTE TELES                                       ;RONALDO PARENTE TELES                                       ;RUA DR JOSE LAURENCO                    ;1901;ALDEOTA             ;60115281;230440;-3.740.137;-38.509.361;202005
5678021;DRA LIBIA LOPES MARTINIANO                                  ;DRA LIBIA LOPES MARTINIANO                                  ;RUA PAULO FIRMEZA                       ;793;SAO JOAO DO TAUPE   ;60130370;230440;-3.756.820;-38.512.369;202005
5678498;NVTRO NUTRICAO PARENTERAL E ENTERAL LTDA                    ;NVTRO                                                       ;RUA CARLOS VASCONCELOS                  ;1943;ALDEOTA             ;60115171;230440;-3.739.067;-38.512.481;202005
5680654;SANDRA REBOUCAS MACEDO                                      ;SANDRA REBOUCAS MACEDO                                      ;RUA ANTONIO AUGUSTO                     ;1271;ALDEOTA             ;60110370;230440;-3.731.594;-38.513.709;202005
5683408;PREFEITURA MUNICIPAL DO CRATO                               ;SECRETARIA DE SAUDE DO MUNICIPIO DO CRATO                   ;SETE DE SETEMBRO                        ;150;SAO MIGUEL          ;63122420;230420;-7.232.869.490.794.710;-39.403.109.550.476.000;202005
5683424;VERA LUCIA SOARES E SILVA                                   ;VERA LUCIA SOARES E SILVA                                   ;ANDRE CARTAXO                           ;235;CENTRO              ;63100970;230420;-7.229.059.115.030.110;-3.940.439.701.080.320;202005
5683459;CENTRO AUDITIVO DO CARIRI LTDA ME                           ;AUDIOTECNICA                                                ;RUA PE CICERO                           ;833;CENTRO              ;63010020;230730;-7.213;-39.315;202005
5688523;CEDIC TERAPIAS LTDA ME                                      ;CEDIC                                                       ;RUA WALTER BEZERRA SA                   ;155;DIONISIO TORRES     ;60135225;230440;-3.744.361;-38.508.017;202005
5688531;RICARDO LEITAO SANTIAGO                                     ;RICARDO LEITAO SANTIAGO                                     ;AV OLIVEIRA PAIVA                       ;1976;CID DOS FUNCIONARIO ;60811110;230440;-3.796.283;-38.488.532;202005
5688965;WANDER CARVALHO RAMOS LINHARES                              ;CLINICA SAO MIGUEL                                          ;RUA JOSE JUCA CENTRO                    ;640;CENTRO              ;63900085;231130;-4.970.624.258.860.780;-3.901.487.588.882.440;202005
5690099;LABCLIN SERVICOS LABORATORIAIS LTDA                         ;LABCLIN                                                     ;R SIMAO BARBOSA                         ;1208;CENTRO              ;62700000;230280;-4.360.404.104.071.400;-3.931.382.417.678.830;202005
5690595;CLAUDIA BEZERRA GUERRA DIOGENES                             ;CLAUDIA BEZERRA GUERRA DIOGENES                             ;AV DOM LUIS                             ;1233;VARJOTA             ;60160230;230440;-3.735.474;-38.489.786;202005
5690633;LABORATORIO DE ANALISES CLINICA                             ;LACEI                                                       ;RUA SILVESTRE GONCALVES                 ;165;CENTRO              ;63660000;231330;-6.003.462.734.118.990;-4.029.480.457.305.900;202005
5690692;JANAINA DE MELLO PINTO                                      ;CONSULTORIO ODONTOLOGICO DRA JANAINA MELLO                  ;GENERAL SAMPAIO                         ;65;CENTRO              ;62400000;230260;-28.985.097.920.649.200;-4.084.169.626.235.960;202005
5691389;CLINICA DE RESSONANCIA MAGNETICA E IMAGEM LTDA              ;BOGHOS ASSOCIADOS                                           ;RUA CORONEL FREDERICO GOMES             ;482;CENTRO              ;62011150;231290;-36.836.683;-40.353.667;202005
5691923;CLIFISIO FISIOTERAPIA SC LTDA                               ;CLIFISIO                                                    ;AV B                                    ;690;CONJUNTO CEARA      ;60533601;230440;-3.767.669;-38.607.020;202005
5692628;PREFEITURA MUNICIPAL DE APUIARES                            ;POSTO DE SAUDE MANOEL FERNANDES MARQUES                     ;RUA JOSE ROBERTO                        ;S/N       ;CENTRO              ;62630000;230090;-39.461.610.404.497.500;-3.943.484.544.754.020;202005
5694256;STOMATUS COMERCIO E SERVICOS ODONTOLOGICOS LTDA             ;STOMATUS                                                    ;AV DOM LUIS                             ;1200;ALDEOTA             ;60160196;230440;-3.736.074;-38.490.247;202005
5695031;MARIA DE FATIMA LEONIA LIMA ARAUJO                          ;MARIA DE FATIMA LEONIA LIMA ARAUJO                          ;RUA MONSENHOR LIBERATO                  ;1784;FATIMA              ;60411150;230440;-3.749.482;-38.530.497;202005
5695120;MARIA DE FATIMA MOREIRA SAMPAIO                             ;CLINICA DE PSICOLOGIA                                       ;RUA SAO JOSE                            ;620;CENTRO              ;63010032;230730;-72.033.187;-39.319.917;202005
5695244;SONIA MARIA MAIA SILVEIRA                                   ;SONIA MARIA MAIA SILVEIRA                                   ;RUA JOSE GOMES DE MOURA                 ;91;JOSE BONIFACIO      ;60040010;230440;-3.737.479;-38.524.970;202005
5696585;PREFEITURA MUNICIPAL DE CEDRO                               ;NUCLEO DE APOIO A SAUDE FAMILIA DE CEDRO NASF               ;RUA VEREADOR FRANCISCO CHAGAS DE AQUINO ;S/N       ;ACUDE NOVO          ;63400000;230380;-6.607;-39.062;202005
5696976;PREFEITURA MUNICIPAL DE IRAUCUBA                            ;CENTRO DE SAUDE DA FAMILIA ENOCA RAMOS                      ;BAIRRO DA RODOVIARIA                    ;S/N       ;RODOVIARIA          ;62620000;230610;-3.746;-39.783;202005
5697220;PREFEITURA MUNICIPAL DE BATURITE                            ;NUCLEO DE APOIO A SAUDE DA FAMILIA NASF                     ;RUA 15 DE NOVEMBRO                      ;S/N       ;CENTRO              ;62760000;230210;-4.331.145.102.488.050;-3.888.006.806.373.590;202005
5697239;CAPS AD                                                     ;CAPS AD                                                     ;RUA CARLOS TREVIA                       ;S/N       ;NOSSA SENHORA DE FAT;62400000;230260;-2.914.625.203.093.110;-40.851.545.333.862.300;202005
5698014;CLAUDIA BARRETO DE MORAIS                                   ;CLAUDIA BARRETO DE MORAIS                                   ;DR MIGUEL LIMAVERDE                     ;608;CENTRO              ;63100970;230420;-7.232.145.734.743.230;-3.941.171.407.699.580;202005
5698049;MICHELLE JACINTHA CAVALCANTE OLIVEIRA                       ;MICHELLE JACINTHA CAVALCANTE OLIVEIRA                       ;AV DOM LUIS                             ;1233;ALDEOTA             ;60160230;230440;-3.735.527;-38.489.797;202005
5698057;EDUARDO YUKISHIGUE NISIYAMA                                 ;EDUARDO YUKISHIGUE NISIYAMA                                 ;AV DOM LUIS                             ;1233;ALDEOTA             ;60160230;230440;                              ;                              ;202005
5698081;NISIYAMA SERVICOS DE NEFROLOGIA S S LTDA                    ;NISIYAMA SERVICOS DE NEFROLOGIA S S LTDA                    ;AV DOM LUIS                             ;1233;ALDEOTA             ;60160230;230440;-3.735.484;-38.489.786;202005
5699398;DENTAL SAUDE DENTISTAS ASSOCIADOS                           ;DENTAL SAUDE DENTISTAS ASSOCIADOS                           ;AV DOM LUIS                             ;906;ALDEOTA             ;60160230;230440;-3.734.735;-38.493.317;202005
5699428;SECRETARIA MUNICIPAL DE SAUDE PMC                           ;LAMAC LABORATORIO MUNICIPAL DE ANALISES CLINICAS            ;RUA INDEPENDENCIA                       ;S/N       ;CENTRO              ;62400000;230260;-28.997.098.837.895.700;-4.084.890.604.019.160;202005
5700558;CIDO CENT INTG DE DOR OROFACIAL SOCIED SIMPLES LTDA         ;CIDO CENT INTG DE DOR OROFACIAL SOCIED SIMPLES LTDA         ;AV DOM LUIS                             ;1233;ALDEOTA             ;60160230;230440;-3.735.249;-38.489.840;202005
5700566;FABIA DANIELE MARTINS COSTA DINIZ                           ;FABIA DANIELE MARTINS COSTA DINIZ                           ;AV DOM LUIS                             ;1233;ALDEOTA             ;60160230;230440;-3.735.506;-38.489.807;202005
5700620;FRANCISCO MARCILIO BARBOSA BRASIL JUNIOR                    ;FRANCISCO MARCILIO BARBOSA BRASIL JUNIOR                    ;AV JOSE BASTOS                          ;5285;COUTO FERNANDES     ;60442051;230440;-376.054;-38.559.443;202005
5701767;CLINICA ALANA SARDENBERG                                    ;CLINICA ALANA SARDENBERG                                    ;RUA PE CICERO                           ;617;CENTRO              ;63010020;230730;-7.213;-39.315;202005
5701953;PREFEITURA MUNICIPAL DE GROIRAS                             ;UNIDADE DE FISIOTERAPIA CESARIO FEIJO DE MELO               ;RUA GERSON MENDES                       ;S/N       ;CAPITAO JOSE LINHARE;62190000;230490;-3.913;-40.383;202005
5702267;PREF M OCARA                                                ;UBASF DA VILA SAO MARCOS                                    ;AV JOAO CORREIA DODO                    ;0;CENTRO              ;62755000;230945;-4.491;-38.597;202005
5703484;CLINICA MEDICA DO CARIRI SS LTDA                            ;CLIMEC                                                      ;RUA PE CICERO                           ;222;CENTRO              ;63010020;230730;-7.213;-39.315;202005
5704626;PREFEITURA MUNICIPAL DE CARIUS                              ;NUCLEO DE CONTROLE DE ZOONOSES                              ;RUA ALTO DO HOSPITAL                    ;S/N       ;ESPLANADA           ;63530000;230330;-6.536.878;-39.494.095;202005
5704758;A FLORENTINO FREIRE DE FREITAS ME                           ;LABORATORIO CLINICO FLORENTINO                              ;AV MISTER HULL                          ;5633;ANTONIO BEZERRA     ;60356000;230440;-3.740.374;-38.594.778;202005
5705819;LEONIDAS DA COSTA AZEVEDO                                   ;LEONIDAS DA COSTA AZEVEDO                                   ;RUA JOAO CORDEIRO                       ;1508;ALDEOTA             ;60110300;230440;-3.733.470;-38.515.714;202005
