CHAVE,FORMA,GRUPO,PROCEDIMENTO,SUBGRUPO
405010125,Palpebras e vias lacrimais,Procedimentos cirúrgicos,RECONSTITUICAO PARCIAL DE PALPEBRA COM TARSORRAFIA,Cirurgia do aparelho da visão
405010133,Palpebras e vias lacrimais,Procedimentos cirúrgicos,RECONSTITUICAO TOTAL DE PALPEBRA,Cirurgia do aparelho da visão
405010141,Palpebras e vias lacrimais,Procedimentos cirúrgicos,SIMBLEFAROPLASTIA,Cirurgia do aparelho da visão
405010150,Palpebras e vias lacrimais,Procedimentos cirúrgicos,SONDAGEM DE CANAL LACRIMAL SOB ANESTESIA GERAL,Cirurgia do aparelho da visão
405010168,Palpebras e vias lacrimais,Procedimentos cirúrgicos,SONDAGEM DE VIAS LACRIMAIS,Cirurgia do aparelho da visão
405010176,Palpebras e vias lacrimais,Procedimentos cirúrgicos,SUTURA DE PALPEBRAS,Cirurgia do aparelho da visão
405010184,Palpebras e vias lacrimais,Procedimentos cirúrgicos,TRATAMENTO CIRURGICO DE BLEFAROCALASE,Cirurgia do aparelho da visão
405010192,Palpebras e vias lacrimais,Procedimentos cirúrgicos,TRATAMENTO CIRURGICO DE TRIQUIASE C/ OU S/ ENXERTO,Cirurgia do aparelho da visão
405010206,Palpebras e vias lacrimais,Procedimentos cirúrgicos,PUNCTOPLASTIA,Cirurgia do aparelho da visão
405020015,Músculos oculomotores,Procedimentos cirúrgicos,CORRECAO CIRURGICA DE ESTRABISMO (ACIMA DE 2 MUSCULOS),Cirurgia do aparelho da visão
405020023,Músculos oculomotores,Procedimentos cirúrgicos,CORRECAO CIRURGICA DO ESTRABISMO (ATE 2 MUSCULOS),Cirurgia do aparelho da visão
405030010,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,APLICACAO DE PLACA RADIOATIVA EPISCLERAL,Cirurgia do aparelho da visão
405030029,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,BIOPSIA DE TUMOR INTRA OCULAR,Cirurgia do aparelho da visão
405030037,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,CRIOTERAPIA OCULAR,Cirurgia do aparelho da visão
405030045,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,FOTOCOAGULACAO A LASER,Cirurgia do aparelho da visão
405030053,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,INJECAO INTRA-VITREO,Cirurgia do aparelho da visão
405030070,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,RETINOPEXIA C/ INTROFLEXAO ESCLERAL,Cirurgia do aparelho da visão
405030088,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,RETINOPEXIA PRIMARIA,Cirurgia do aparelho da visão
405030096,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,SUTURA DE ESCLERA,Cirurgia do aparelho da visão
405030100,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,TRATAMENTO CIRURGICO DE DEISCENCIA DE SUTURA DE ESCLERA,Cirurgia do aparelho da visão
405030118,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,TRATAMENTO CIRURGICO DE MIIASE PALPEBRAL,Cirurgia do aparelho da visão
405030126,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,TRATAMENTO CIRURGICO DE NEOPLASIA DE ESCLERA,Cirurgia do aparelho da visão
405030134,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,VITRECTOMIA ANTERIOR,Cirurgia do aparelho da visão
405030142,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,VITRECTOMIA POSTERIOR,Cirurgia do aparelho da visão
405030150,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,VITRIOLISE A YAG LASER,Cirurgia do aparelho da visão
405030169,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,VITRECTOMIA POSTERIOR COM INFUSÃO DE PERFLUOCARBONO E ENDOLASER,Cirurgia do aparelho da visão
405030177,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,VITRECTOMIA POSTERIOR COM INFUSÃO DE PERFLUOCARBONO/ÓLEO DE SILICONE/ENDOLASER,Cirurgia do aparelho da visão
405030185,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,TERMOTERAPIA TRANSPUPILAR,Cirurgia do aparelho da visão
405030193,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,PAN-FOTOCOAGULAÇÃO DE RETINA A LASER,Cirurgia do aparelho da visão
405030207,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,DRENAGEM DE HEMORRAGIA DE CORÓIDE,Cirurgia do aparelho da visão
405030215,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,RETINOPEXIA PNEUMÁTICA,Cirurgia do aparelho da visão
405030223,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,REMOÇÃO DE ÓLEO DE SILICONE,Cirurgia do aparelho da visão
405030231,"Corpo vítreo, retina, coróide e esclera",Procedimentos cirúrgicos,REMOÇÃO DE IMPLANTE EPISCLERAL,Cirurgia do aparelho da visão
405040016,Cavidade orbitária e globo ocular,Procedimentos cirúrgicos,CORRECAO CIRURGICA DE LAGOFTALMO,Cirurgia do aparelho da visão
405040024,Cavidade orbitária e globo ocular,Procedimentos cirúrgicos,CRIOTERAPIA DE TUMORES INTRA-OCULARES,Cirurgia do aparelho da visão
405040032,Cavidade orbitária e globo ocular,Procedimentos cirúrgicos,DENERVACAO QUIMICA,Cirurgia do aparelho da visão
405040040,Cavidade orbitária e globo ocular,Procedimentos cirúrgicos,DESCOMPRESSAO DE NERVO OPTICO,Cirurgia do aparelho da visão
405040059,Cavidade orbitária e globo ocular,Procedimentos cirúrgicos,DESCOMPRESSAO DE ORBITA,Cirurgia do aparelho da visão
405040067,Cavidade orbitária e globo ocular,Procedimentos cirúrgicos,ENUCLEACAO DE GLOBO OCULAR,Cirurgia do aparelho da visão
405040075,Cavidade orbitária e globo ocular,Procedimentos cirúrgicos,EVISCERACAO DE GLOBO OCULAR,Cirurgia do aparelho da visão
405040083,Cavidade orbitária e globo ocular,Procedimentos cirúrgicos,EXENTERACAO DE ORBITA,Cirurgia do aparelho da visão
405040091,Cavidade orbitária e globo ocular,Procedimentos cirúrgicos,EXERESE DE TUMOR MALIGNO INTRA-OCULAR,Cirurgia do aparelho da visão
405040105,Cavidade orbitária e globo ocular,Procedimentos cirúrgicos,EXPLANTE DE LENTE INTRA OCULAR,Cirurgia do aparelho da visão
405040121,Cavidade orbitária e globo ocular,Procedimentos cirúrgicos,IMPLANTE SECUNDARIO DE LENTE INTRA-OCULAR,Cirurgia do aparelho da visão
405040130,Cavidade orbitária e globo ocular,Procedimentos cirúrgicos,INJECAO RETROBULBAR / PERIBULBAR,Cirurgia do aparelho da visão
405040148,Cavidade orbitária e globo ocular,Procedimentos cirúrgicos,ORBITOTOMIA,Cirurgia do aparelho da visão
405040156,Cavidade orbitária e globo ocular,Procedimentos cirúrgicos,RECONSTITUICAO DE CAVIDADE ORBITÁRIA,Cirurgia do aparelho da visão
405040164,Cavidade orbitária e globo ocular,Procedimentos cirúrgicos,RECONSTITUICAO DE PAREDE DA ORBITA,Cirurgia do aparelho da visão
405040172,Cavidade orbitária e globo ocular,Procedimentos cirúrgicos,RETIRADA DE CISTICERCO INTRA-OCULAR,Cirurgia do aparelho da visão
405040180,Cavidade orbitária e globo ocular,Procedimentos cirúrgicos,TRANSPLANTE DE PERIOSTEO EM ESCLEROMALACIA,Cirurgia do aparelho da visão
405040199,Cavidade orbitária e globo ocular,Procedimentos cirúrgicos,TRATAMENTO CIRURGICO DE XANTELASMA,Cirurgia do aparelho da visão
405040202,Cavidade orbitária e globo ocular,Procedimentos cirúrgicos,TRATAMENTO DE PTOSE PALPEBRAL,Cirurgia do aparelho da visão
405040210,Cavidade orbitária e globo ocular,Procedimentos cirúrgicos,REPOSICIONAMENTO DE LENTE INTRAOCULAR,Cirurgia do aparelho da visão
405050011,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,CAPSULECTOMIA POSTERIOR CIRURGICA,Cirurgia do aparelho da visão
405050020,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,CAPSULOTOMIA A YAG LASER,Cirurgia do aparelho da visão
405050038,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,CAUTERIZACAO DE CORNEA,Cirurgia do aparelho da visão
405050046,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,CICLOCRIOCOAGULACAO / DIATERMIA,Cirurgia do aparelho da visão
405050054,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,CICLODIALISE,Cirurgia do aparelho da visão
405050062,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,CORRECAO DE ASTIGMATISMO SECUNDARIO,Cirurgia do aparelho da visão
405050070,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,CORRECAO CIRURGICA DE HERNIA DE IRIS,Cirurgia do aparelho da visão
405050089,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,EXERESE DE TUMOR DE CONJUNTIVA,Cirurgia do aparelho da visão
405050097,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,FACECTOMIA C/ IMPLANTE DE LENTE INTRA-OCULAR,Cirurgia do aparelho da visão
405050100,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,FACECTOMIA S/ IMPLANTE DE LENTE INTRA-OCULAR,Cirurgia do aparelho da visão
405050119,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR RIGIDA,Cirurgia do aparelho da visão
405050127,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,FOTOTRABECULOPLASTIA A LASER,Cirurgia do aparelho da visão
405050135,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,IMPLANTE DE PROTESE ANTI-GLAUCOMATOSA,Cirurgia do aparelho da visão
405050143,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,IMPLANTE INTRA-ESTROMAL,Cirurgia do aparelho da visão
405050151,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,IMPLANTE SECUNDARIO DE LENTE INTRA-OCULAR - LIO,Cirurgia do aparelho da visão
405050160,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,INJECAO SUBCONJUTIVAL / SUBTENONIANA,Cirurgia do aparelho da visão
405050178,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,IRIDECTOMIA CIRURGICA,Cirurgia do aparelho da visão
405050186,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,IRIDOCICLECTOMIA,Cirurgia do aparelho da visão
405050194,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,IRIDOTOMIA A LASER,Cirurgia do aparelho da visão
405050208,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,PARACENTESE DE CAMARA ANTERIOR,Cirurgia do aparelho da visão
405050216,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,RECOBRIMENTO CONJUNTIVAL,Cirurgia do aparelho da visão
405050224,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,RECONSTITUICAO DE FORNIX CONJUNTIVAL,Cirurgia do aparelho da visão
405050232,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,RECONSTRUCAO DE CAMARA ANTERIOR DO OLHO,Cirurgia do aparelho da visão
405050240,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,RETIRADA DE CORPO ESTRANHO DA CAMARA ANTERIOR DO OLHO,Cirurgia do aparelho da visão
405050259,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,RETIRADA DE CORPO ESTRANHO DA CORNEA,Cirurgia do aparelho da visão
405050267,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,SINEQUIOLISE A YAG LASER,Cirurgia do aparelho da visão
405050283,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,SUBSTITUICAO DE LENTE INTRA-OCULAR,Cirurgia do aparelho da visão
405050291,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,SUTURA DE CONJUNTIVA,Cirurgia do aparelho da visão
405050305,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,SUTURA DE CORNEA,Cirurgia do aparelho da visão
405050313,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,TOPOPLASTIA DO TRANSPLANTE,Cirurgia do aparelho da visão
405050321,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,TRABECULECTOMIA,Cirurgia do aparelho da visão
405050348,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,TRATAMENTO CIRURGICO CICLODESTRUTIVO,Cirurgia do aparelho da visão
405050356,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,TRATAMENTO CIRURGICO DE GLAUCOMA CONGENITO,Cirurgia do aparelho da visão
405050364,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,TRATAMENTO CIRURGICO DE PTERIGIO,Cirurgia do aparelho da visão
405050372,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL,Cirurgia do aparelho da visão
405050380,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,CIRURGIA DE CATARATA CONGÊNITA,Cirurgia do aparelho da visão
405050399,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,TRATAMENTO CIRÚRGICO DE DEISCÊNCIA DE SUTURA DE CÓRNEA,Cirurgia do aparelho da visão
405050402,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino",Procedimentos cirúrgicos,RADIAÇÃO PARA CROSS LINKING CORNEANO,Cirurgia do aparelho da visão
406010013,Cirurgia cardiovascular,Procedimentos cirúrgicos,ABERTURA DE COMUNICAÇÃO INTER-ATRIAL,Cirurgia do aparelho circulatório
406010021,Cirurgia cardiovascular,Procedimentos cirúrgicos,ABERTURA DE ESTENOSE AORTICA VALVAR,Cirurgia do aparelho circulatório
406010030,Cirurgia cardiovascular,Procedimentos cirúrgicos,ABERTURA DE ESTENOSE PULMONAR VALVAR,Cirurgia do aparelho circulatório
406010048,Cirurgia cardiovascular,Procedimentos cirúrgicos,AMPLIAÇÃO DE VIA DE SAÍDA DO VENTRICULO DIREITO E/OU RAMOS PULMONARES,Cirurgia do aparelho circulatório
406010056,Cirurgia cardiovascular,Procedimentos cirúrgicos,AMPLIAÇÃO DE VIA DE SAÍDA DO VENTRÍCULO ESQUERDO,Cirurgia do aparelho circulatório
406010064,Cirurgia cardiovascular,Procedimentos cirúrgicos,ANASTOMOSE CAVO-PULMONAR BIDIRECIONAL,Cirurgia do aparelho circulatório
406010072,Cirurgia cardiovascular,Procedimentos cirúrgicos,ANASTOMOSE CAVO-PULMONAR TOTAL,Cirurgia do aparelho circulatório
406010080,Cirurgia cardiovascular,Procedimentos cirúrgicos,ANASTOMOSE SISTEMICO-PULMONAR,Cirurgia do aparelho circulatório
406010099,Cirurgia cardiovascular,Procedimentos cirúrgicos,BANDAGEM DA ARTÉRIA PULMONAR,Cirurgia do aparelho circulatório
406010102,Cirurgia cardiovascular,Procedimentos cirúrgicos,CARDIORRAFIA,Cirurgia do aparelho circulatório
406010110,Cirurgia cardiovascular,Procedimentos cirúrgicos,CARDIOTOMIA P/ RETIRADA DE CORPO ESTRANHO,Cirurgia do aparelho circulatório
406010129,Cirurgia cardiovascular,Procedimentos cirúrgicos,COLOCAÇÃO DE BALÃO INTRA-AÓRTICO,Cirurgia do aparelho circulatório
406010137,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE ANEURISMA / DISSECÇÃO DA AORTA TORACO-ABDOMINAL,Cirurgia do aparelho circulatório
406010145,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORRECAO DE ATRESIA MITRAL,Cirurgia do aparelho circulatório
406010153,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE ATRESIA PULMONAR E COMUNICAÇÃO INTERVENTRICULAR,Cirurgia do aparelho circulatório
406010161,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE ÁTRIO ÚNICO,Cirurgia do aparelho circulatório
406010170,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE BANDA ANÔMALA DO VENTRÍCULO DIREITO,Cirurgia do aparelho circulatório
406010188,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE COARCTAÇÃO DA AORTA,Cirurgia do aparelho circulatório
406010196,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE COMUNICAÇÃO INTERVENTRICULAR,Cirurgia do aparelho circulatório
406010200,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE COMUNICAÇÃO INTER-VENTRICULAR E INSUFICIÊNCIA AORTICA,Cirurgia do aparelho circulatório
406010218,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE COR TRIATRIATUM,Cirurgia do aparelho circulatório
406010226,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE CORONÁRIA ANÔMALA (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406010234,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE DRENAGEM ANÔMALA DO RETORNO SISTÊMICO,Cirurgia do aparelho circulatório
406010242,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE DRENAGEM ANÔMALA PARCIAL DE VEIAS PULMONARES,Cirurgia do aparelho circulatório
406010250,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE DRENAGEM ANÔMALA TOTAL DE VEIAS PULMONARES,Cirurgia do aparelho circulatório
406010269,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE DUPLA VIA DE SAÍDA DO VENTRÍCULO DIREITO,Cirurgia do aparelho circulatório
406010277,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE DUPLA VIA DE SAÍDA DO VENTRÍCULO ESQUERDO,Cirurgia do aparelho circulatório
406010285,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE ESTENOSE AÓRTICA (0 A 3 ANOS),Cirurgia do aparelho circulatório
406010293,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE ESTENOSE MITRAL CONGÊNITA,Cirurgia do aparelho circulatório
406010307,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE ESTENOSE SUPRA-AÓRTICA,Cirurgia do aparelho circulatório
406010315,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE FÍSTULA AÓRTO-CAVITARIAS,Cirurgia do aparelho circulatório
406010323,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORRECAO DE HIPERTROFIA SEPTAL ASSIMETRICA,Cirurgia do aparelho circulatório
406010331,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE HIPOPLASIA DE VENTRÍCULO ESQUERDO,Cirurgia do aparelho circulatório
406010340,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE INSUFICIÊNCIA DA VÁLVULA TRICÚSPIDE,Cirurgia do aparelho circulatório
406010358,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE INSUFICIÊNCIA MITRAL CONGÊNITA,Cirurgia do aparelho circulatório
406010366,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE INTERRUPÇÃO DO ARCO AÓRTICO,Cirurgia do aparelho circulatório
406010374,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE JANELA AORTO-PULMONAR (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406010382,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE JANELA AORTO-PULMONAR,Cirurgia do aparelho circulatório
406010390,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE LESÕES NA TRANSPOSIÇÃO CORRIGIDA DOS VASOS DA BASE,Cirurgia do aparelho circulatório
406010404,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE PERSISTÊNCIA DO CANAL ARTERIAL,Cirurgia do aparelho circulatório
406010412,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE PERSISTÊNCIA DO CANAL ARTERIAL NO RÉCEM-NASCIDO,Cirurgia do aparelho circulatório
406010420,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE TETRALOGIA DE FALLOT E VARIANTES (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406010439,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORRECAO DE TETRALOGIA DE FALLOT E VARIANTES,Cirurgia do aparelho circulatório
406010447,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE TRANSPOSIÇÃO DOS GRANDES VASOS DA BASE (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406010455,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE TRANSPOSIÇÃO DE GRANDES VASOS DA BASE,Cirurgia do aparelho circulatório
406010463,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE TRONCO ARTERIOSO PERSISTENTE,Cirurgia do aparelho circulatório
406010471,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE VENTRÍCULO ÚNICO,Cirurgia do aparelho circulatório
406010480,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DO CANAL ÁTRIO-VENTRICULAR (PARCIAL / INTERMEDIÁRIO),Cirurgia do aparelho circulatório
406010498,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DO CANAL ÁTRIO-VENTRICULAR (TOTAL),Cirurgia do aparelho circulatório
406010501,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÕES DE ANOMALIAS DO ARCO AÓRTICO,Cirurgia do aparelho circulatório
406010510,Cirurgia cardiovascular,Procedimentos cirúrgicos,DRENAGEM C/ BIOPSIA DE PERICÁRDIO,Cirurgia do aparelho circulatório
406010528,Cirurgia cardiovascular,Procedimentos cirúrgicos,EXERESE DE CISTO PERICÁRDICO,Cirurgia do aparelho circulatório
406010536,Cirurgia cardiovascular,Procedimentos cirúrgicos,FECHAMENTO DE COMUNICAÇÃO INTERATRIAL,Cirurgia do aparelho circulatório
406010544,Cirurgia cardiovascular,Procedimentos cirúrgicos,FECHAMENTO DE COMUNICAÇÃO INTERVENTRICULAR,Cirurgia do aparelho circulatório
406010552,Cirurgia cardiovascular,Procedimentos cirúrgicos,IMPLANTE C/ TROCA DE POSIÇÃO DE VALVAS (CIRURGIA DE ROSS),Cirurgia do aparelho circulatório
406010560,Cirurgia cardiovascular,Procedimentos cirúrgicos,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR DE CÂMARA ÚNICA TRANSVENOSO,Cirurgia do aparelho circulatório
406010579,Cirurgia cardiovascular,Procedimentos cirúrgicos,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR (CDI) MULTI-SITIO TRANSVENOSO EPIMIOCÁRDICO POR TORACOTOMIA P,Cirurgia do aparelho circulatório
406010587,Cirurgia cardiovascular,Procedimentos cirúrgicos,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR DE CÃMARA DUPLA TRANSVENOSO,Cirurgia do aparelho circulatório
406010595,Cirurgia cardiovascular,Procedimentos cirúrgicos,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR MULTI-SÍTIO ENDOCAVITÁRIO C/ REVERSÃO PARA EPIMIOCÁRDICO P,Cirurgia do aparelho circulatório
406010609,Cirurgia cardiovascular,Procedimentos cirúrgicos,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR (CDI) MULTI-SITIO TRANSVENOSO,Cirurgia do aparelho circulatório
406010617,Cirurgia cardiovascular,Procedimentos cirúrgicos,IMPLANTE DE MARCAPASSO CARDÍACO MULTI-SITIO ENDOCAVITÁRIO C/ REVERSÃO P/ EPIMIOCÁRDICO (POR TORAC,Cirurgia do aparelho circulatório
406010625,Cirurgia cardiovascular,Procedimentos cirúrgicos,IMPLANTE DE MARCAPASSO CARDÍACO MULTI-SITIO EPIMIOCÁRDICO POR TORACOTOMIA P/IMPLANTE DE ELETRODO,Cirurgia do aparelho circulatório
406010633,Cirurgia cardiovascular,Procedimentos cirúrgicos,IMPLANTE DE MARCAPASSO CARDÍACO MULTI-SITIO TRANSVENOSO,Cirurgia do aparelho circulatório
406010641,Cirurgia cardiovascular,Procedimentos cirúrgicos,IMPLANTE DE MARCAPASSO DE CÂMARA DUPLA EPIMIOCÁRDICO,Cirurgia do aparelho circulatório
406010650,Cirurgia cardiovascular,Procedimentos cirúrgicos,IMPLANTE DE MARCAPASSO DE CÂMARA DUPLA TRANSVENOSO,Cirurgia do aparelho circulatório
406010668,Cirurgia cardiovascular,Procedimentos cirúrgicos,IMPLANTE DE MARCAPASSO DE CÂMARA ÚNICA EPIMIOCÁRDICO,Cirurgia do aparelho circulatório
406010676,Cirurgia cardiovascular,Procedimentos cirúrgicos,IMPLANTE DE MARCAPASSO DE CÂMARA ÚNICA TRANSVENOSO,Cirurgia do aparelho circulatório
406010684,Cirurgia cardiovascular,Procedimentos cirúrgicos,IMPLANTE DE MARCAPASSO TEMPORÁRIO TRANSVENOSO,Cirurgia do aparelho circulatório
406010692,Cirurgia cardiovascular,Procedimentos cirúrgicos,IMPLANTE DE PRÓTESE VALVAR,Cirurgia do aparelho circulatório
406010706,Cirurgia cardiovascular,Procedimentos cirúrgicos,INFARTECTOMIA / ANEURISMECTOMIA ASSOCIADA OU NÃO A REVASCULARIZAÇÃO MIOCÁRDICA,Cirurgia do aparelho circulatório
406010714,Cirurgia cardiovascular,Procedimentos cirúrgicos,INSTALAÇÃO DE ASSISTÊNCIA CIRCULATÓRIA,Cirurgia do aparelho circulatório
406010722,Cirurgia cardiovascular,Procedimentos cirúrgicos,INSTALAÇÃO DE CATETER DE TERMODILUIÇÃO,Cirurgia do aparelho circulatório
406010730,Cirurgia cardiovascular,Procedimentos cirúrgicos,LIGADURA DE FÍSTULA SISTÊMICO-PULMONAR,Cirurgia do aparelho circulatório
